accesses,n,l,z,initial_seed,pathmap_compact_every,pathmap_compact_protected_tail,run1_seed,run2_seed,run1_total_bucket_reads,run2_total_bucket_reads,statistical_distance,elapsed_ms
10,32,5,4,542,5,3,563,564,60,60,0.3666666667,3
